date,year,course,type,etape,equipe,selected,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,unknown_km,path_km,singletrack_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2023-09-30,2023,gp-cerami,result,,Jumbo-Visma Development Team,1,1.2,FIN,38.0,0.0,,,,,,,30.0,30.0,0.0,0.0,0.0,,152.88,117.0,23.9,12.0,0.0,0.0,127.0,13.2,8.16,3.99,0.0,0.0,0.0,0.0,0.0,1022.0,951.0,152.0,28.0,4.0,0.0,0.0,0.0,0.0,0.9341,0.0,0.0,0.0,0.0,2.1,0.2,0.1,68.0,0.1,344.0,0.0,0,0.0,40.0,3.632,0.0,1.816,0.0,0.0,0.0,0.0,20.0,19.0,-,0.0,1.0,🟢  Plat/Sprint,0
2023-10-03,2023,coppa-citta-di-san-daniele2,result,,Jumbo-Visma Development Team,0,1.2,,,0.0,,,,,,,95.0,95.0,0.0,0.0,0.0,,161.21,113.0,45.0,0.0,0.0,0.0,153.0,0.0,5.25,0.0,2.73,0.0,2.73,0.0,0.0,2119.0,2063.0,484.0,126.0,6.0,0.0,2.0,0.0,0.0,0.908,0.908,0.908,0.0,0.0,4.8,0.7,0.44,102.0,0.02,477.0,0.0,1,152.88,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,Other,0.2,2.0,⛰️  Moy. montagne,0
2024-01-16,2024,tour-down-under,stage,1.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,303.0,258.0,0.0,0.0,1.0,94.07,59.6,34.5,0.0,0.0,0.0,36.9,0.0,55.3,1.83,0.0,0.0,0.0,0.0,0.0,999.0,1193.0,492.0,100.0,2.0,1.0,0.0,0.0,0.0,0.556,0.556,0.0,0.0,0.0,1.5,0.53,0.16,60.0,0.1,565.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,,Sprint of large group,,1.0,🟢  Plat/Sprint,0
2024-01-17,2024,tour-down-under,stage,2.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,303.0,258.0,0.0,0.0,2.0,104.28,62.5,41.8,0.0,0.0,0.0,57.9,0.0,40.7,5.75,0.0,0.0,0.0,0.0,0.0,1710.0,1338.0,516.0,117.0,0.0,2.0,2.0,0.0,0.0,0.9996,0.9996,0.7929,0.0,0.0,4.1,1.2,2.06,230.0,0.39,669.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,19.0,0.8 km solo,,2.0,⛰️  Moy. montagne,0
2024-01-18,2024,tour-down-under,stage,3.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,303.0,258.0,0.0,0.0,3.0,93.66,78.1,15.5,0.0,0.0,0.0,90.6,1.46,0.11,1.22,0.0,0.0,0.0,0.0,0.0,1195.0,922.0,375.0,6.0,2.0,1.0,1.0,0.0,0.0,0.9995,0.9995,0.9995,0.0,0.0,5.5,7.4,5.72,381.0,0.02,645.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,20.0,Sprint of large group,,3.0,🏔️  Haute montagne,0
2024-01-19,2024,tour-down-under,stage,4.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,303.0,258.0,0.0,0.0,4.0,136.09,107.0,29.2,0.0,0.0,0.0,59.5,0.885,75.7,0.0,0.0,0.0,0.0,0.0,0.0,537.0,547.0,239.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5336,0.5336,0.0,0.0,0.0,1.5,0.03,0.18,81.0,-0.07,64.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,23.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2024-01-20,2024,tour-down-under,stage,5.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,20.0,303.0,258.0,0.0,0.0,5.0,129.28,117.0,11.5,0.0,0.0,0.0,109.0,8.89,7.88,3.27,0.264,0.0,0.0,0.281,0.0,1435.0,1065.0,380.0,0.0,2.0,1.0,1.0,0.0,0.0,0.9994,0.9994,0.7772,0.0,0.0,5.5,7.13,5.74,314.0,0.08,393.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,32.0,Sprint of 3 riders,0.0,3.0,🏔️  Haute montagne,0
2024-01-21,2024,tour-down-under,stage,6.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,25.0,303.0,258.0,0.0,0.0,6.0,128.77,102.0,26.2,0.0,0.0,0.0,96.2,3.12,28.2,0.794,0.0,0.0,0.0,0.0,0.0,2244.0,1660.0,685.0,100.0,1.0,1.0,3.0,0.0,0.0,0.9985,0.9985,0.9985,0.0,0.0,2.4,4.23,3.34,221.0,0.52,787.0,,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,22.0,Sprint of 4 riders,0.0,2.0,⛰️  Moy. montagne,0
2024-02-10,2024,vuelta-ciclista-a-la-region-de-murcia,result,,Team Visma | Lease a Bike,0,1.1,,,0.0,,,,,,,110.0,110.0,0.0,0.0,0.0,,201.75,164.0,16.3,1.12,1.0,0.0,87.5,11.6,81.2,1.43,19.8,0.0,19.5,0.491,0.722,2454.0,2602.0,1200.0,32.0,4.0,0.0,1.0,0.0,1.0,0.927,0.927,0.927,0.3746,0.3746,0.0,0.03,0.02,9.0,-0.09,347.0,,0,0.0,125.0,0.887,0.0,0.389,0.0,0.389,0.0,0.0,324.0,15.0,13 km solo,12.5,2.0,⛰️  Moy. montagne,0
2024-02-11,2024,clasica-de-almeria,result,,Team Visma | Lease a Bike,0,1.Pro,,,0.0,,,,,,,235.0,235.0,0.0,0.0,0.0,,190.01,158.0,8.48,0.0,2.42,0.0,153.0,2.53,12.8,0.0,20.8,0.0,20.8,0.67,0.0,1687.0,1729.0,528.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.7554,0.542,0.542,0.0,0.0,0.3,-0.1,0.0,12.0,0.77,635.0,,0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,16.0,Sprint of large group,45.0,2.0,⛰️  Moy. montagne,0
2024-02-12,2024,clasica-jaen-paraiso-interior,result,,Team Visma | Lease a Bike,0,1.1,,,0.0,,,,,,,110.0,110.0,0.0,0.0,0.0,,158.32,134.0,4.88,1.43,17.2,0.653,99.8,7.77,30.4,0.152,0.469,0.0,0.469,19.8,0.0,2509.0,2397.0,794.0,255.0,2.0,2.0,4.0,0.0,0.0,0.9224,0.9224,0.9224,0.0,0.0,1.5,1.73,0.98,84.0,0.24,858.0,,0,0.0,125.0,1.488,0.61,0.0,0.61,0.0,0.292,0.0,263.0,18.0,14 km solo,92.5,2.0,⛰️  Moy. montagne,0
2024-02-14,2024,volta-ao-algarve,stage,1.0,Team Visma | Lease a Bike,0,2.Pro,,,0.0,,,,,,,0.0,277.0,241.0,0.0,0.0,1.0,200.97,198.0,2.59,0.676,0.0,0.0,81.9,1.83,117.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.0,2181.0,484.0,2.0,4.0,1.0,1.0,0.0,0.0,0.7835,0.5844,0.5844,0.0,0.0,0.0,-0.4,-0.14,33.0,0.26,605.0,,0,0.0,20.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,661.0,18.0,Sprint of large group,96.0,2.0,⛰️  Moy. montagne,0
2024-02-15,2024,volta-ao-algarve,stage,2.0,Team Visma | Lease a Bike,0,2.Pro,,,0.0,,,,,,,13.0,277.0,241.0,0.0,0.0,2.0,172.0,170.0,1.22,0.0,0.0,0.0,77.6,0.139,93.8,0.0,0.432,0.0,0.205,0.0,0.0,3137.0,2274.0,888.0,15.0,3.0,2.0,1.0,0.0,1.0,0.9999,0.9999,0.9999,0.9999,0.9999,6.7,6.13,6.0,362.0,0.18,488.0,,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,18.0,Sprint of small group,10.0,3.0,🏔️  Haute montagne,0
2024-02-16,2024,volta-ao-algarve,stage,3.0,Team Visma | Lease a Bike,0,2.Pro,,,0.0,,,,,,,20.0,277.0,241.0,0.0,0.0,3.0,192.22,174.0,16.5,1.4,0.0,0.0,137.0,1.18,51.0,2.83,0.0,0.0,0.0,0.0,0.0,2569.0,2562.0,416.0,1.0,1.0,3.0,1.0,0.0,0.0,0.8158,0.8158,0.6148,0.0,0.0,0.4,0.13,-0.4,30.0,0.38,705.0,,0,0.0,20.0,1.345,0.0,0.0,0.0,0.0,0.0,0.0,661.0,18.0,Sprint of large group,96.0,2.0,⛰️  Moy. montagne,0
2024-02-17,2024,volta-ao-algarve,stage,4.0,Team Visma | Lease a Bike,0,2.Pro,,,0.0,,,,,,,0.0,277.0,241.0,0.0,0.0,4.0,22.28,18.6,2.69,0.0,0.0,0.0,19.5,1.68,0.0,0.0,0.631,0.0,1.02,0.457,0.0,313.0,280.0,108.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2461,0.0,0.0,0.0,0.0,1.0,1.33,-0.12,78.0,0.15,313.0,,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,19.0,Time trial,0.0,1.0,🟢  Plat/Sprint,0
2024-02-18,2024,volta-ao-algarve,stage,5.0,Team Visma | Lease a Bike,0,2.Pro,,,0.0,,,,,,,3.0,277.0,241.0,0.0,0.0,5.0,165.62,162.0,3.32,0.0,0.0,0.0,83.4,0.246,81.0,0.001,0.165,0.0,0.165,0.0,0.0,2962.0,2474.0,575.0,14.0,5.0,3.0,2.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,7.6,7.8,4.48,297.0,0.19,637.0,,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,17.0,Sprint of small group,11.0,3.0,🏔️  Haute montagne,0
2024-02-19,2024,uae-tour,stage,1.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,256.0,174.0,0.0,0.0,1.0,122.35,114.0,0.0,0.0,0.0,0.0,29.1,0.0,84.5,0.0,8.55,0.0,3.54,0.243,0.0,210.0,217.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5081,0.0,0.0,0.0,0.0,-0.3,-0.13,-0.1,17.0,0.14,120.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,24.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2024-02-20,2024,uae-tour,stage,2.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,256.0,174.0,0.0,0.0,2.0,113.47,95.7,4.63,0.0,0.0,0.0,97.9,2.05,0.253,0.0,12.2,0.0,13.7,1.63,0.0,311.0,197.0,126.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9511,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,55.0,0.13,99.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,23.0,Time trial,0.0,1.0,🟢  Plat/Sprint,0
2024-02-21,2024,uae-tour,stage,3.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,8.0,256.0,174.0,0.0,0.0,3.0,127.83,125.0,2.03,0.0,0.0,0.0,18.8,0.0,109.0,0.0,0.462,0.0,0.142,0.0,0.0,1165.0,426.0,1031.0,164.0,0.0,0.0,0.0,0.0,1.0,0.9995,0.9995,0.9995,0.9995,0.9995,2.5,3.9,5.8,338.0,-0.16,122.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,24.0,0.9 km solo,9.0,3.0,🏔️  Haute montagne,0
2024-02-22,2024,uae-tour,stage,4.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,20.0,256.0,174.0,0.0,0.0,4.0,104.89,72.1,4.35,0.0,0.0,0.0,47.9,0.732,25.2,0.0,29.0,0.0,29.7,3.16,0.0,99.0,100.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.02,4.0,-0.0,62.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,25.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2024-02-22,2024,gran-camino,stage,1.0,Team Visma | Lease a Bike,0,2.1,,,0.0,,,,,,,0.0,217.0,175.0,0.0,0.0,1.0,14.98,11.1,1.53,2.43,0.0,0.0,8.62,2.01,0.0,3.77,0.0,0.0,0.0,0.721,0.0,151.0,132.0,89.0,6.0,1.0,0.0,0.0,0.0,0.0,0.4522,0.0,0.0,0.0,0.0,2.3,1.23,0.58,40.0,0.13,151.0,,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,11.0,Time trial,0.0,1.0,🟢  Plat/Sprint,0
2024-02-23,2024,uae-tour,stage,5.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,43.0,256.0,174.0,0.0,0.0,5.0,182.53,74.5,7.8,0.0,1.27,0.0,16.2,4.02,62.4,0.0,100.0,0.0,101.0,2.23,0.0,1020.0,1042.0,291.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2693,0.2693,0.0,0.0,0.0,0.0,0.03,0.02,14.0,0.2,456.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,26.0,Sprint of large group,4.0,1.0,🟢  Plat/Sprint,0
2024-02-23,2024,gran-camino,stage,2.0,Team Visma | Lease a Bike,0,2.1,,,0.0,,,,,,,14.0,217.0,175.0,0.0,0.0,2.0,151.33,149.0,1.57,0.286,0.0,0.0,101.0,1.22,49.1,0.0,0.322,0.0,0.322,0.0,0.0,2759.0,2855.0,781.0,209.0,3.0,2.0,3.0,0.0,0.0,0.9799,0.9799,0.9799,0.0,0.0,-0.6,-1.37,1.7,181.0,-0.4,708.0,,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,6.0,3.4 km solo,95.0,2.0,⛰️  Moy. montagne,0
2024-02-24,2024,gran-camino,stage,3.0,Team Visma | Lease a Bike,0,2.1,,,0.0,,,,,,,14.0,217.0,175.0,0.0,0.0,3.0,173.42,173.0,0.225,0.0,0.0,0.0,125.0,0.873,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2318.0,2834.0,955.0,75.0,0.0,3.0,2.0,0.0,0.0,0.8574,0.8574,0.6134,0.0,0.0,1.5,-1.23,-0.22,65.0,-0.27,420.0,,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,9.0,12.5 km solo,75.8,2.0,⛰️  Moy. montagne,0
2024-02-24,2024,omloop-het-nieuwsblad,result,,Team Visma | Lease a Bike,0,1.UWT,,,0.0,,,,,,,657.0,657.0,0.0,0.0,0.0,,202.0,108.0,74.8,19.4,0.0,0.0,59.1,45.2,2.4,75.8,0.187,0.186,0.399,0.174,0.0,1598.0,1596.0,106.0,6.0,4.0,0.0,0.0,0.0,0.0,0.9299,0.0,0.0,0.0,0.0,-0.1,-1.03,-0.5,83.0,0.13,343.0,,0,0.0,300.0,6.13,0.0,1.663,0.0,0.024,0.0,0.0,676.0,6.0,Sprint à deux,12.6,1.0,🟢  Plat/Sprint,0
2024-02-24,2024,uae-tour,stage,6.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,256.0,174.0,0.0,0.0,6.0,138.04,97.1,4.35,0.0,0.0,0.0,73.0,0.674,25.2,0.0,37.1,0.0,37.7,3.16,0.0,107.0,108.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.02,4.0,0.0,61.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,26.0,Sprint of large group,144.0,1.0,🟢  Plat/Sprint,0
2024-02-25,2024,kuurne-brussel-kuurne,result,,Team Visma | Lease a Bike,0,1.Pro,,,0.0,,,,,,,300.0,300.0,0.0,0.0,0.0,,196.34,131.0,61.1,3.77,0.0,0.0,81.3,35.5,14.9,55.8,0.423,0.0,0.583,0.0,0.0,1793.0,1792.0,162.0,8.0,7.0,0.0,0.0,0.0,0.0,0.6658,0.0,0.0,0.0,0.0,-0.2,0.07,0.12,29.0,0.11,325.0,,0,0.0,200.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,619.0,9.0,Sprint of 3 riders,144.0,1.0,🟢  Plat/Sprint,0
2024-02-25,2024,gran-camino,stage,4.0,Team Visma | Lease a Bike,0,2.1,,,0.0,,,,,,,14.0,217.0,175.0,0.0,0.0,4.0,130.53,120.0,9.27,0.0,0.0,0.0,85.9,1.68,41.7,0.0,1.09,0.0,0.812,0.0,0.0,2565.0,2005.0,609.0,1.0,3.0,0.0,3.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,8.4,9.03,8.62,335.0,0.78,1055.0,,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,13.0,3 km solo,8.8,3.0,🏔️  Haute montagne,0
2024-02-25,2024,uae-tour,stage,7.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,11.0,256.0,174.0,0.0,0.0,7.0,160.84,153.0,2.03,0.0,0.0,0.0,25.9,0.0,129.0,0.0,5.69,0.0,5.89,0.271,0.0,1267.0,514.0,1031.0,163.0,0.0,0.0,0.0,0.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,2.5,3.9,5.8,338.0,-0.11,128.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,29.0,1.8 km solo,11.6,3.0,🏔️  Haute montagne,0
2024-02-28,2024,trofej-umag,result,,Team Visma | Lease a Bike Development,0,1.2,,,0.0,,,,,,,40.0,40.0,0.0,0.0,0.0,,142.58,142.0,0.0,0.0,0.0,0.0,48.7,0.0,93.4,0.146,0.0,0.0,0.0,0.0,0.0,1203.0,1210.0,127.0,3.0,5.0,0.0,0.0,0.0,0.0,0.8879,0.0,0.0,0.0,0.0,-0.3,-0.4,-0.58,4.0,0.12,479.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,Sprint of small group,,1.0,🟢  Plat/Sprint,0
2024-03-02,2024,strade-bianche,result,,Team Visma | Lease a Bike,0,1.UWT,,,0.0,,,,,,,100.0,100.0,0.0,0.0,0.0,,215.08,141.0,6.3,0.841,19.0,47.5,119.0,55.9,38.9,0.0,0.569,0.0,0.616,0.408,0.0,3673.0,3622.0,460.0,140.0,10.0,4.0,1.0,0.0,0.0,0.9984,0.9639,0.273,0.0,0.0,5.1,0.77,-0.48,138.0,-0.25,616.0,,0,0.0,400.0,0.865,0.669,0.865,0.0,0.865,0.0,0.0,775.0,14.0,81.1 km solo,31.6,2.0,⛰️  Moy. montagne,0
2024-03-02,2024,grand-prix-criquielion,result,,Team Visma | Lease a Bike Development,1,1.1,FIN,16.0,3.0,,,,,,,3.0,3.0,0.0,0.0,0.0,,201.94,127.0,69.3,3.96,0.0,0.0,129.0,23.5,2.46,45.5,1.06,0.0,1.06,0.0,0.0,2225.0,2209.0,122.0,-10.0,7.0,0.0,0.0,0.0,0.0,0.9378,0.0,0.0,0.0,0.0,1.0,0.0,0.14,144.0,0.03,521.0,,0,0.0,125.0,1.235,0.0,0.617,0.0,0.617,0.0,0.024,103.0,10.0,0.5 km solo,,2.0,⛰️  Moy. montagne,0
2024-03-03,2024,porec-trophy,result,,Team Visma | Lease a Bike Development,0,1.2,,,0.0,,,,,,,40.0,40.0,0.0,0.0,0.0,,146.14,146.0,0.0,0.0,0.0,0.0,89.2,0.115,56.0,0.417,0.0,0.0,0.0,0.0,0.0,1610.0,1515.0,177.0,9.0,0.0,7.0,0.0,0.0,0.0,0.9223,0.9223,0.0,0.0,0.0,5.2,2.33,1.48,102.0,0.17,579.0,,1,201.94,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,-,3.0,2.0,⛰️  Moy. montagne,0
2024-03-03,2024,gp-de-la-ville-de-lillers,result,,Team Visma | Lease a Bike Development,1,1.2,FIN,26.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,194.44,177.0,17.5,0.0,0.0,0.0,158.0,15.1,21.3,0.208,0.0,0.0,0.0,0.0,0.0,1302.0,1311.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.17,-0.04,23.0,0.03,374.0,,1,201.94,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,Sprint of small group,40.0,1.0,🟢  Plat/Sprint,0
2024-03-03,2024,paris-nice,stage,1.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,60.0,879.0,645.0,0.0,0.0,1.0,158.16,151.0,7.04,0.0,0.0,0.0,91.3,5.1,53.3,8.43,0.0,0.0,0.0,0.0,0.0,1580.0,1619.0,184.0,21.0,7.0,2.0,0.0,0.0,0.0,0.9331,0.9331,0.0,0.0,0.0,2.4,0.4,-0.5,26.0,0.06,487.0,,1,201.94,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,8.0,Sprint of large group,29.6,2.0,⛰️  Moy. montagne,0
2024-03-04,2024,paris-nice,stage,2.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,879.0,645.0,0.0,0.0,2.0,179.59,178.0,0.899,0.244,0.0,0.0,127.0,1.93,48.7,1.98,0.0,0.0,0.0,0.0,0.0,1081.0,1114.0,181.0,61.0,2.0,0.0,0.0,0.0,0.0,0.4877,0.0,0.0,0.0,0.0,0.0,-0.1,0.14,25.0,0.09,371.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,11.0,Sprint of large group,204.0,1.0,🟢  Plat/Sprint,0
2024-03-04,2024,tirreno-adriatico,stage,1.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,5.0,810.0,665.0,0.0,0.0,1.0,10.07,9.45,0.0,0.0,0.0,0.0,3.0,1.42,0.0,2.32,0.242,0.0,0.53,0.839,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,3.0,-0.02,3.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,13.0,Time trial,200.0,1.0,🟢  Plat/Sprint,0
2024-03-05,2024,tirreno-adriatico,stage,2.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,810.0,665.0,0.0,0.0,2.0,199.68,191.0,1.22,0.0,0.0,0.0,122.0,2.4,67.4,1.3,6.9,0.0,0.699,0.0,0.0,1315.0,1369.0,399.0,-2.0,0.0,2.0,1.0,0.0,0.0,0.7314,0.7314,0.5292,0.0,0.0,-0.4,-0.13,-0.18,35.0,-0.11,266.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,15.0,Sprint of large group,41.6,2.0,⛰️  Moy. montagne,0
2024-03-06,2024,paris-nice,stage,4.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,8.0,879.0,645.0,0.0,0.0,4.0,183.89,174.0,10.2,0.0,0.189,0.0,149.0,1.42,33.7,0.0,0.0,0.0,0.0,0.0,0.189,3320.0,3030.0,745.0,176.0,2.0,4.0,4.0,0.0,0.0,0.9999,0.9999,0.8897,0.0,0.0,9.2,7.7,5.06,267.0,0.07,629.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,8.0,1.3 km solo,9.8,3.0,🏔️  Haute montagne,0
2024-03-06,2024,tirreno-adriatico,stage,3.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,810.0,665.0,0.0,0.0,3.0,224.63,223.0,1.16,0.102,0.0,0.0,157.0,1.18,64.7,0.506,0.289,0.0,0.0,0.192,0.0,2592.0,2396.0,527.0,137.0,4.0,2.0,2.0,0.0,0.0,0.9999,0.9999,0.9999,0.0,0.0,0.8,2.03,1.54,115.0,-0.13,735.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,9.0,Sprint of large group,37.6,2.0,⛰️  Moy. montagne,0
2024-03-07,2024,istrian-spring-tour,prologue,,Team Visma | Lease a Bike Development,0,2.2,,,0.0,,,,,,,0.0,74.0,70.0,0.0,0.0,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,11.0,10.0,39.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.07,11.0,0.07,11.0,,2,396.38,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,⏱️  CLM,0
2024-03-07,2024,paris-nice,stage,5.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,60.0,879.0,645.0,0.0,0.0,5.0,194.44,194.0,0.678,0.0,0.0,0.0,144.0,0.367,44.3,5.58,0.0,0.0,0.0,0.0,0.0,2274.0,1951.0,968.0,91.0,3.0,1.0,1.0,0.0,1.0,0.9516,0.7027,0.7027,0.7027,0.7027,-0.1,0.73,0.2,40.0,0.24,354.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,11.0,Sprint of large group,34.8,2.0,⛰️  Moy. montagne,0
2024-03-07,2024,tirreno-adriatico,stage,4.0,Team Visma | Lease a Bike,0,2.UWT,,,0.0,,,,,,,0.0,810.0,665.0,0.0,0.0,4.0,207.39,204.0,0.422,0.0,0.0,0.0,103.0,2.37,98.2,0.0,3.27,0.0,2.71,0.0,0.172,2922.0,3097.0,1535.0,1.0,1.0,3.0,0.0,0.0,1.0,0.953,0.953,0.3967,0.3967,0.3967,2.7,1.8,-1.06,68.0,0.71,611.0,,2,396.38,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,8.0,Sprint of large group,44.0,2.0,⛰️  Moy. montagne,0
2024-03-08,2024,istrian-spring-tour,stage,1.0,Team Visma | Lease a Bike Development,0,2.2,,,0.0,,,,,,,0.0,74.0,70.0,0.0,0.0,1.0,141.94,142.0,0.0,0.0,0.122,0.0,84.2,0.0,57.7,0.0,0.0,0.0,0.0,0.122,0.0,1503.0,1493.0,430.0,5.0,2.0,1.0,1.0,0.0,0.0,0.8351,0.7022,0.3296,0.0,0.0,1.4,-0.8,-0.96,40.0,0.82,742.0,,2,396.38,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,Sprint of large group,21.5,2.0,⛰️  Moy. montagne,0
